tokens_generated,total_time_seconds,tokens_per_second,peak_vram_mb,kv_cache_method,perplexity,sample_id,dataset,baseline,window_size,max_new_tokens,exact_match,f1
15,0.48111438751220703,31.177616777505772,1017.267578125,full,162.27169799804688,narrativeqa_9,narrativeqa,full,N/A,64,0.0,0.14285714285714285
26,0.745391845703125,34.88098259979529,1017.3251953125,full,23.929664611816406,narrativeqa_10,narrativeqa,full,N/A,64,0.0,0.4444444444444445
21,0.6236515045166016,33.672651870337916,1017.556640625,full,25.645488739013672,narrativeqa_11,narrativeqa,full,N/A,64,0.0,0.33333333333333337
64,1.6643197536468506,38.45414912594978,1017.3828125,full,12.801258087158203,narrativeqa_12,narrativeqa,full,N/A,64,0.0,0.0
60,1.5669739246368408,38.29036275374237,1017.267578125,full,9.014365196228027,narrativeqa_13,narrativeqa,full,N/A,64,0.0,0.1111111111111111
20,0.600527286529541,33.304065358262726,1017.4404296875,full,42.900001525878906,narrativeqa_14,narrativeqa,full,N/A,64,0.0,0.17391304347826086
15,0.4811692237854004,31.17406363190415,1017.556640625,full,57.62211608886719,narrativeqa_15,narrativeqa,full,N/A,64,0.0,0.19999999999999998
64,1.6604785919189453,38.5431045672428,1017.267578125,full,23.284137725830078,narrativeqa_16,narrativeqa,full,N/A,64,0.0,0.1904761904761905
64,1.6618731021881104,38.51076229330278,1017.4404296875,full,24.06918716430664,narrativeqa_17,narrativeqa,full,N/A,64,0.0,0.0
14,0.45491647720336914,30.77488000888862,1017.4404296875,full,97.08369445800781,narrativeqa_18,narrativeqa,full,N/A,64,0.0,0.25
18,0.5521559715270996,32.59948443592368,1017.208984375,full,24.62432861328125,narrativeqa_19,narrativeqa,full,N/A,64,0.0,0.33333333333333337
17,0.5288395881652832,32.145853639623574,1017.267578125,full,37.38856887817383,narrativeqa_20,narrativeqa,full,N/A,64,0.0,0.42857142857142855
24,0.6956772804260254,34.49875491880755,1017.4990234375,full,31.294208526611328,narrativeqa_21,narrativeqa,full,N/A,64,0.0,0.38095238095238093
28,0.7954103946685791,35.201953843797405,1017.79052734375,full,30.517438888549805,narrativeqa_22,narrativeqa,full,N/A,64,0.0,0.0
36,0.9852197170257568,36.540072613121325,1017.3828125,full,28.77814483642578,narrativeqa_23,narrativeqa,full,N/A,64,0.0,0.2
45,1.202397108078003,37.42523971296904,1017.208984375,full,16.962038040161133,narrativeqa_24,narrativeqa,full,N/A,64,0.0,0.1739130434782609
64,1.663769006729126,38.46687835940658,1017.208984375,full,23.380205154418945,narrativeqa_25,narrativeqa,full,N/A,64,0.0,0.18604651162790695
64,1.662187099456787,38.50348737570854,1017.3828125,full,23.533700942993164,narrativeqa_26,narrativeqa,full,N/A,64,0.0,0.1
